新闻id,内容,时间,gold_risk_score,rule_risk_score,score_diff,gold_risk_label,rule_risk_label,label_match,gold_risk_types,rule_risk_types,gold_primary_risk_type,rule_primary_risk_type,primary_type_match,gold_reason,gold_confidence,gold_summary,标题,score_hack,score_fraud,score_regulatory,score_outage,score_stablecoin,score_liquidation,score_whale,score_volatility,score_team,score_solvency,score_infra,score_macro
199,专家：Bitcoin 取代黄金成为避险资产 Bitwise 首席投资官 Matt Hougan 表示，Bitcoin 正在取代黄金成为避险资产。据 NS3 报道，Hougan 指出，Bitcoin 的总可寻址市场现已超过 34 万亿美元。自伊朗冲突开始以来，BTC 上涨了 12%，而黄金下跌了 10%。,2026-04-18 18:02:50,0.0,37.0,37.0,low,low,True,[],异常行情波动风险,无明显风险,异常行情波动风险,False,新闻内容为专家对比特币作为避险资产的正面观点，未提及任何负面风险信号。,0.95,专家称比特币正取代黄金成为避险资产，并引用价格数据支持。,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3725,0.0,0.0,0.0,0.0
600,Bitcoin 持有量接近流通供应的 12% 据 NS3 报道，ETF 和加密投资公司在 3 月份的 Bitcoin 持有量接近流通供应的 12%。这一趋势显示出机构投资者对 Bitcoin 的兴趣和信心持续增长。,2026-04-15 21:24:10,0.0,37.0,37.0,low,low,True,[],异常行情波动风险,无明显风险,异常行情波动风险,False,新闻内容为机构持有比特币比例上升，属于中性或正面动态，无明显风险信号。,0.95,机构投资者持有比特币比例接近流通供应的12%，显示兴趣增长。,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3725,0.0,0.0,0.0,0.0
1,"比特币期权市场本周五将迎来约79亿美元集中到期 比特币期权市场将于本周五迎来约79亿美元规模的集中到期。据 BlockBeats 报道，其中约3.95亿美元看涨期权集中在7.5万美元执行价附近。

当前资金费率转为负值，反映市场整体偏空布局；若价格持续站稳该关键水平上方，潜在空头挤压风险或将加剧。",2026-04-20 18:53:37,35.0,0.0,35.0,low,low,True,"[""爆仓 / 清算风险"", ""异常行情波动风险""]",,爆仓 / 清算风险,无明显风险,False,新闻提到比特币期权大规模到期和负资金费率，可能引发价格波动和空头挤压，但未发生实际负面事件，风险较低。,0.7,比特币期权市场本周五有79亿美元到期，资金费率转负，可能加剧空头挤压风险。,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Bitcoin价格高于最大痛苦点，交易者面临潜在挤压 Bitcoin价格高于最大痛苦点，交易者面临潜在挤压或回调。据CoinDesk报道，市场在75K位置上有大量持仓，可能导致价格回落至“最大痛苦”到期点。,2026-04-20 17:55:19,35.0,0.0,35.0,low,low,True,"[""异常行情波动风险""]",,异常行情波动风险,无明显风险,False,新闻提到比特币价格高于最大痛苦点，可能导致价格回落，存在潜在回调风险，但未涉及极端事件。,0.8,比特币价格高于最大痛苦点，交易者面临潜在挤压或回调风险。,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,BIS 总经理警告大型美元稳定币可能威胁金融稳定 BIS 总经理 Pablo Hernández de Cos 警告称，如果大型美元稳定币增长到足以与传统货币竞争，可能会威胁金融稳定和经济政策。据 NS3 报道，他指出，USDT 和 USDC 更像投资产品而非现金，因为存在赎回摩擦和偏离面值的情况。此番言论正值欧洲、英国和瑞士完善不同的稳定币监管方法之际。,2026-04-20 17:25:38,35.0,0.0,35.0,low,low,True,"[""监管与法律风险""]",,监管与法律风险,无明显风险,False,新闻涉及监管机构对稳定币的警告，可能引发市场对监管收紧的担忧，但未直接导致负面事件。,0.8,BIS总经理警告大型美元稳定币可能威胁金融稳定，提及USDT和USDC风险。,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,资产代币化平台 BRIX 推迟上线，因 DeFi 安全事件 Foresight News 消息，资产代币化平台 BRIX 将推迟至 4 月 23 日上线。据 Foresight News 报道，官方表示，由于 DeFi 领域近期发生安全事件，不希望在生态系统处于不安状态下发布。BRIX 将与所有集成合作伙伴核对并检查设置。此前消息，Brix 曾于 4 月 15 日完成 550 万美元融资，Yapi Kredi 的风险投资部门 FRWRD 等参投。,2026-04-20 12:53:35,35.0,0.0,35.0,low,low,True,"[""链上漏洞 / 攻击风险"", ""项目治理 / 团队异常风险""]",,链上漏洞 / 攻击风险,无明显风险,False,新闻提及DeFi安全事件导致项目推迟上线，表明存在潜在安全风险，但未直接涉及具体攻击或损失。,0.8,资产代币化平台BRIX因DeFi安全事件推迟上线至4月23日。,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,北卡罗来纳银行协会呼吁全面禁止稳定币收益 北卡罗来纳银行协会本周敦促会员银行联系参议员汤姆·蒂利斯（Thom Tillis），寻求在《CLARITY法案》中全面禁止稳定币收益。据 NS3 报道，该协会认为，尽管三月的妥协方案仍允许存款流入稳定币，但白宫经济顾问委员会的报告指出，全面收益允许仅会取代21亿美元的贷款，占总贷款的0.02%。此举在参议院银行委员会计划于四月下旬进行标记之前提出，而众议院已于2025年7月以294票对134票通过了该法案。,2026-04-19 19:40:24,35.0,0.0,35.0,low,low,True,"[""监管与法律风险""]",,监管与法律风险,无明显风险,False,新闻涉及银行协会呼吁禁止稳定币收益，可能引发监管不确定性，但当前法案已通过众议院，风险相对有限。,0.8,北卡罗来纳银行协会呼吁在法案中全面禁止稳定币收益。,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,英国金融监管机构发布加密货币监管提案 英国金融行为监管局本周发布了一项加密货币监管提案，预计将在 2027 年 10 月之前出台更广泛的法案。据 NS3 报道，草案涵盖稳定币、质押和交易平台，咨询期开放至六月。Consensys 的 Bill Hughes 表示，措辞可能会使大量加密货币企业需要获得 FCA 授权。,2026-04-19 03:59:52,35.0,0.0,35.0,low,low,True,"[""监管与法律风险""]",,监管与法律风险,无明显风险,False,新闻涉及监管提案，可能增加企业合规成本，但未明确负面事件或立即冲击。,0.8,英国FCA发布加密货币监管提案，涵盖稳定币、质押和交易平台。,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,"USDT 大额转移！285,111,406 USDT 从 Aave 转至 Spark 据 NS3 报道，285,111,406 USDT 从 Aave 转移至 Spark，价值约 2.85 亿美元。这次转移引发市场关注，可能影响资金流动和市场稳定性。",2026-04-19 03:29:34,35.0,0.0,35.0,low,low,True,"[""大额转账 / 巨鲸行为风险""]",,大额转账 / 巨鲸行为风险,无明显风险,False,新闻提及大额USDT转移可能影响市场稳定性，但未明确涉及抛售或负面事件，风险较低。,0.8,2.85亿美元USDT从Aave转移至Spark，引发市场关注。,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,CFTC 主席面临国会批评，预测市场和 Hyperliquid 引发关注 CFTC 主席 Mike Selig 在国会面临两党批评，因预测市场和 Hyperliquid 引发关注。据 NS3 报道，议员们指出，在特朗普发布关于伊朗谈判的帖子前 15 分钟，有人下注 5 亿美元石油。Selig 表示，他正在制定关于预测市场的拟议规则，公众将能够参与讨论。共和党议员还警告称，像 Hyperliquid 这样的离岸永久期货平台可能会影响美国消费者和国内经济。,2026-04-17 01:04:10,35.0,0.0,35.0,low,low,True,"[""监管与法律风险""]",,监管与法律风险,无明显风险,False,新闻涉及 CFTC 主席在国会面临批评，可能引发监管不确定性，但尚未有具体执法行动或禁令，风险相对较低。,0.8,CFTC 主席因预测市场和 Hyperliquid 平台在国会受批评，议员关注潜在风险。,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
