新闻id,内容,时间,gold_risk_score,rule_risk_score,score_diff,gold_risk_label,rule_risk_label,label_match,gold_risk_types,rule_risk_types,gold_primary_risk_type,rule_primary_risk_type,primary_type_match,gold_reason,gold_confidence,gold_summary,标题,score_hack,score_fraud,score_regulatory,score_outage,score_stablecoin,score_liquidation,score_whale,score_volatility,score_team,score_solvency,score_infra,score_macro
315,稳定币需求上升，投资者寻求利息机会 据 NS3 报道，尽管加密市场整体疲软，稳定币需求仍在上升。Darkfost 表示，自二月以来，Nexo 的平均每周流入量从约 800 万美元增加到 1500 万美元。这一趋势表明，投资者正在利用稳定币管理闲置资金并寻找利息机会。,2026-04-17 16:55:19,10.0,92.0,82.0,low,high,False,[],链上漏洞 / 攻击风险,无明显风险,链上漏洞 / 攻击风险,False,新闻描述稳定币需求上升和投资者寻求利息机会，属于普通行业动态，无明显负面风险信号。,0.95,稳定币需求上升，投资者利用其管理资金和寻找利息机会。,,0.9167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
904,Circle CEO：USDC 不太可能用于霍尔木兹海峡的伊朗相关通行费 Circle CEO Jeremy Allaire 表示，由于受制裁的行为面临资产冻结的高风险，USDC 极不可能用于霍尔木兹海峡的伊朗相关通行费。据 NS3 报道，Allaire 还指出，Circle 只能在执法部门或法院的指示下冻结钱包，此前因 Drift Protocol 价值 2.85 亿美元的漏洞遭到批评。此外，Allaire 表示 Circle 不计划自行发行韩元稳定币。,2026-04-13 18:38:52,15.0,95.0,80.0,low,high,False,"[""监管与法律风险""]",链上漏洞 / 攻击风险|监管与法律风险|宏观 / 政策冲击风险,监管与法律风险,链上漏洞 / 攻击风险,False,新闻主要涉及 Circle CEO 澄清 USDC 不会用于受制裁活动，并提及资产冻结风险，但整体为中性声明，无明显负面事件。,0.9,Circle CEO 表示 USDC 不太可能用于伊朗相关通行费，并说明资产冻结机制。,,0.95,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45
283,"Matador Technologies 增持比特币，目标持有 1000 枚 BTC 比特币财库公司 Matador Technologies 宣布利用其 3000 万加元 ATM 股票计划的筹资所得购买了 2 枚 BTC，均价约 74,906 美元。据 Foresight News 报道，此次增持后，该公司持有约 175.6 枚 BTC 及其等价物。Matador 已将新购入的 BTC 投入其与 Galaxy 合作的收益生成策略中，通过系统性执行备兑看涨期权等方式产生收益。截至 4 月 16 日，该公司每股比特币持有量（BPS）约为 0.00000148 BTC，较 2025 年 10 月末增长约 101%。该公司计划在 2026 年底前实现持有 1000 枚 BTC 的目标。",2026-04-17 21:13:37,5.0,85.0,80.0,low,high,False,[],链上漏洞 / 攻击风险|异常行情波动风险,无明显风险,链上漏洞 / 攻击风险,False,新闻内容为一家公司增持比特币并设定长期持有目标，属于普通行业动态，无明显负面风险信号。,0.95,Matador Technologies 增持比特币，计划在2026年底前持有1000枚BTC。,,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0
884,"美国司法部启动 OneCoin 诈骗案受害者赔偿申请程序 美国司法部宣布启动 OneCoin 加密货币诈骗案受害者赔偿申请程序。据 Foresight News 报道，司法部已对相关犯罪所得启动刑事没收程序，没收资产的净收益将用于赔偿受害者。2014 年至 2019 年间购买 OneCoin 且遭受净亏损的受害者，可在 2026 年 6 月 30 日前通过 onecoinremission.com 提交赔偿申请，无需支付任何费用，也无需聘请律师。

OneCoin 由保加利亚人 Ruja Ignatova（绰号「加密女王」）与 Karl Sebastian Greenwood 于 2014 年联合创立，以销售虚假加密货币教育套餐为幌子，在全球范围内吸引投资者购买实际上从未在任何区块链上运行的 OneCoin 代币，诈骗金额估计高达 40 亿至 150 亿美元，是史上规模最大的加密货币诈骗案之一。Ignatova 于 2017 年神秘失踪，至今仍是 FBI 头号通缉要犯之一；Greenwood 已于 2023 年被判处 20 年有期徒刑。",2026-04-13 22:13:52,10.0,88.0,78.0,low,high,False,"[""诈骗 / 跑路 / Rug Pull 风险""]",诈骗 / 跑路 / Rug Pull 风险|大额转账 / 巨鲸行为风险,诈骗 / 跑路 / Rug Pull 风险,诈骗 / 跑路 / Rug Pull 风险,True,新闻涉及历史诈骗案受害者赔偿，但事件已处理，对当前市场无明显即时风险。,0.9,美国司法部启动OneCoin诈骗案受害者赔偿申请程序，案件为历史事件。,,0.0,0.88,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0
575,摩根士丹利关注区块链技术推动资产高效流动 摩根士丹利（Morgan Stanley）首席财务官Sharon Yeshaya表示，该银行正在关注一个“代币化世界”。据CoinDesk报道，区块链技术将使客户资产和负债在其财富管理平台上更高效地流动。,2026-04-15 23:18:13,0.0,78.0,78.0,low,high,False,[],偿付能力 / 储备 / 流动性风险,无明显风险,偿付能力 / 储备 / 流动性风险,False,新闻内容为传统金融机构对区块链技术的正面关注，未提及任何负面风险信号。,0.95,摩根士丹利关注区块链技术以提升资产流动效率。,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0
585,AI趋势 | Anthropic推出Claude Mythos Preview，推动加密安全 Anthropic推出了Claude Mythos Preview，并与Project Glasswing合作，提供高达1亿美元的使用额度以保障关键系统。据NS3报道，加密安全高管表示，机器速度的漏洞发现可能会大大缩短从漏洞到利用的路径，涉及智能合约、钱包和桥梁。,2026-04-15 22:24:16,20.0,95.0,75.0,low,high,False,"[""链上漏洞 / 攻击风险""]",链上漏洞 / 攻击风险,链上漏洞 / 攻击风险,链上漏洞 / 攻击风险,True,新闻提及机器速度的漏洞发现可能缩短漏洞利用路径，涉及智能合约、钱包和桥梁，存在潜在安全风险，但整体为安全合作动态。,0.7,Anthropic推出Claude Mythos Preview并与Project Glasswing合作，提供1亿美元额度保障加密系统安全。,,0.9493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590,Circle 暂无推出韩元稳定币计划，密切关注韩国立法 Foresight News 消息，据 Foresight News 报道，稳定币发行商 Circle 首席执行官 Jeremy Allaire 表示，该公司暂无推出韩元锚定稳定币的计划。Circle 正密切关注韩国相关立法进展，并寻求在当地合规框架下拓展业务。若韩国建立允许全球企业进入的法律路径，Circle 愿意申请牌照并设立本地分支，同时为韩国机构发行稳定币提供技术支持。,2026-04-15 22:03:37,10.0,85.0,75.0,low,high,False,[],稳定币异常风险,无明显风险,稳定币异常风险,False,新闻内容为Circle公司业务规划，无负面风险信号，仅涉及合规关注和潜在合作。,0.95,Circle暂无推出韩元稳定币计划，关注韩国立法以寻求合规拓展。,,0.0,0.0,0.15,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
935,"香港警方披露单笔损失超200万港元的网恋诈骗案 BlockBeats 消息，4 月 13 日，据香港警方「守网者」平台披露，过去一周内发生一起单笔损失超 200 万港元的网恋诈骗案。

据 BlockBeats 报道，诈骗分子在 Instagram 上关注一名五旬女事主，迅速建立恋人关系，自称「加密货币投资专家」，以「稳赚不赔」为诱饵实施诈骗。骗徒要求事主转账 4 万港元作「开户手续费」，再诱导其分七次携带现金前往实体兑换店兑换 USDT，并通过电子钱包转至骗徒账户。资金到手后，骗徒随即失联。

警方提醒市民网上交友须提高警惕，若对方自称投资专家并要求转账，应立即停下冷静思考。",2026-04-13 13:24:10,20.0,88.0,68.0,low,high,False,"[""诈骗 / 跑路 / Rug Pull 风险""]",诈骗 / 跑路 / Rug Pull 风险,诈骗 / 跑路 / Rug Pull 风险,诈骗 / 跑路 / Rug Pull 风险,True,新闻涉及加密货币相关的网恋诈骗案，但属于个人诈骗事件，未对市场或项目构成系统性冲击。,0.9,香港警方披露一起网恋诈骗案，受害者被骗超200万港元兑换USDT。,,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Bless 项目方出售 3784 万枚 BLESS，跨链至 BSC 据 Foresight News 报道，Bless 项目方于 4 小时前将 1 亿枚 BLESS 从 Solana 跨至 BSC 并出售。目前其已卖出 3784 万枚 BLESS，换得 334 枚 BNB。,2026-04-20 10:23:36,65.0,0.0,65.0,medium,low,False,"[""大额转账 / 巨鲸行为风险"", ""项目治理 / 团队异常风险""]",,项目治理 / 团队异常风险,无明显风险,False,项目方大额跨链并出售代币，可能引发市场抛售压力和投资者信心下降。,0.8,Bless 项目方跨链出售 3784 万枚 BLESS，换得 334 枚 BNB。,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
760,"韩国加密货币支付犯罪活跃，警方调查逾 50 起案件 据 ChainCatcher 报道，韩国多个以加密货币为支付手段的""报复中介""机构近期持续活跃。这些机构通过 Telegram 接单，提供恐吓、袭击乃至伪装成意外事故的谋杀等服务，要求客户以 USDT 支付 50% 定金，并承诺通过 Telegram 发送随身摄像机拍摄的行动视频。

尽管涉嫌主犯已于 4 月 3 日被捕，相关网络广告仍于 4 月 13 日持续发布。韩国警方今年已就逾 50 起相关案件展开调查，逮捕约 30 人，认定所有案件均涉及加密货币支付。",2026-04-14 21:36:07,65.0,0.0,65.0,medium,low,False,"[""监管与法律风险"", ""诈骗 / 跑路 / Rug Pull 风险""]",,监管与法律风险,无明显风险,False,新闻涉及韩国警方调查多起加密货币支付犯罪案件，包括恐吓、袭击等非法活动，可能引发监管关注和法律风险，影响市场信心。,0.85,韩国警方调查逾50起加密货币支付犯罪案件，涉及恐吓、袭击等非法服务。,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
